SF2H, DotPredictor(), agg_simp, kendall@50, -0.0034263763415952435, 0.8455526471219523
SF2H, DotPredictor(), agg_simp, kendall@50, 0.0044147170102694765, 0.8018256642547597
SF2H, DotPredictor(), agg, kendall@50, -0.009333256119218591, 0.5956867405779691
SF2H, DotPredictor(), agg, kendall@50, 0.015467917535325457, 0.37919499253752664
SF2H, DotPredictor(), temporal_edges, kendall@50, 0.0611979769901938, 0.000502873074643396
SF2H, DotPredictor(), time_tensor, kendall@50, -0.018249556018840242, 0.29949267044215977
SF2H, DotPredictor(), DTFT, kendall@50, -0.027885877538414018, 0.11288339462660249
HighSchool, DotPredictor(), agg_simp, kendall@50, -0.029324266893327667, 0.5566977644174752
HighSchool, DotPredictor(), agg_simp, kendall@50, -0.027988585999635728, 0.5748097314184961
HighSchool, DotPredictor(), agg, kendall@50, -0.03187420314492138, 0.5229123900824785
HighSchool, DotPredictor(), agg, kendall@50, -0.01827454313642159, 0.7141552846840398
HighSchool, DotPredictor(), temporal_edges, kendall@50, 0.055916459231376364, 0.26239542355965306
HighSchool, DotPredictor(), time_tensor, kendall@50, 0.045473863153421175, 0.36206157260895844
HighSchool, DotPredictor(), DTFT, kendall@50, -0.011838989739542227, 0.8124304363951833
ia-contacts_hypertext2009, DotPredictor(), agg_simp, kendall@50, 0.07559966914805624, 0.16132354404379767
ia-contacts_hypertext2009, DotPredictor(), agg_simp, kendall@50, 0.05773366418527709, 0.2847855303766561
ia-contacts_hypertext2009, DotPredictor(), agg, kendall@50, 0.09280397022332505, 0.08554559098019107
ia-contacts_hypertext2009, DotPredictor(), temporal_edges, kendall@50, -0.06583953680727875, 0.22253760025301084
ia-contacts_hypertext2009, DotPredictor(), agg, kendall@50, 0.03110008271298594, 0.5644862243710179
ia-contacts_hypertext2009, DotPredictor(), time_tensor, kendall@50, 0.06368899917287014, 0.2380140568864192
ia-contacts_hypertext2009, DotPredictor(), DTFT, kendall@50, 0.0641852770885029, 0.23437681697102786
