SF2H, DotPredictor(), agg_simp, kendall@5, 0.04064211134918205, 0.3454133447511384
SF2H, DotPredictor(), agg_simp, kendall@5, -0.03438424650545862, 0.42472871697111947
SF2H, DotPredictor(), agg_simp, kendall@5, 0.01928374655647383, 0.6543841184364023
SF2H, DotPredictor(), agg_simp, kendall@5, 0.004863449307893752, 0.9101043162948019
SF2H, DotPredictor(), agg, kendall@5, 0.022480699248376014, 0.6017409211396301
SF2H, DotPredictor(), agg, kendall@5, 0.05873550317994762, 0.1727033481679724
SF2H, DotPredictor(), temporal_edges, kendall@5, 0.10464918545726627, 0.01512076636210848
SF2H, DotPredictor(), time_tensor, kendall@5, 0.0534299221167908, 0.21482841634283956
SF2H, DotPredictor(), DTFT, kendall@5, 0.10927456382001836, 0.011185370595439052
HighSchool, DotPredictor(), agg_simp, kendall@5, 0.05658381808566896, 0.5157395376134755
HighSchool, DotPredictor(), agg_simp, kendall@5, 0.11475409836065575, 0.1874782923695144
HighSchool, DotPredictor(), agg, kendall@5, 0.07562136435748282, 0.3850694042437577
HighSchool, DotPredictor(), agg, kendall@5, 0.07562136435748282, 0.3850694042437577
HighSchool, DotPredictor(), temporal_edges, kendall@5, -0.055526176626123754, 0.5236178201610369
HighSchool, DotPredictor(), time_tensor, kendall@5, -0.0586991010047594, 0.5001694995772945
HighSchool, DotPredictor(), DTFT, kendall@5, -0.03754627181385511, 0.6662794719715107
ia-contacts_hypertext2009, DotPredictor(), agg_simp, kendall@5, 1.0, 0.3333333333333333
ia-contacts_hypertext2009, DotPredictor(), agg_simp, kendall@5, 1.0, 0.3333333333333333
ia-contacts_hypertext2009, DotPredictor(), agg, kendall@5, 1.0, 0.3333333333333333
ia-contacts_hypertext2009, DotPredictor(), agg, kendall@5, 1.0, 0.3333333333333333
ia-contacts_hypertext2009, DotPredictor(), temporal_edges, kendall@5, 1.0, 0.3333333333333333
ia-contacts_hypertext2009, DotPredictor(), time_tensor, kendall@5, 1.0, 0.3333333333333333
ia-contacts_hypertext2009, DotPredictor(), DTFT, kendall@5, 1.0, 0.3333333333333333
SF2H, DotPredictor(), temporal_edges, kendall@5, 0.10682583409856136, 0.013138040009131323
SF2H, DotPredictor(), time_tensor, kendall@5, -0.001190354725708261, 0.9779536083093641
SF2H, DotPredictor(), time_tensor, kendall@5, 0.04921266537428153, 0.253249514732948
SF2H, DotPredictor(), temporal_edges, kendall@5, 0.050300989694929084, 0.2429043837011866
SF2H, DotPredictor(), temporal_edges, kendall@5, 0.07546848960990375, 0.07976833694374574
SF2H, DotPredictor(), agg, kendall@5, 0.03268373975444683, 0.44799232587971627
SF2H, DotPredictor(), time_tensor, kendall@5, -0.02098425330748563, 0.6261463571155874
SF2H, CosinePredictor(), agg, kendall@5, 0.0193517668265143, 0.6532447059610706
SF2H, CosinePredictor(), temporal_edges, kendall@5, 0.10832228003945175, 0.011911817318578032
SF2H, CosinePredictor(), time_tensor, kendall@5, 0.04213855729007244, 0.3279438578403009
SF2H, CosinePredictor(), agg, kendall@5, 0.0526816991463456, 0.22131943510514396
SF2H, CosinePredictor(), temporal_edges, kendall@5, 0.1483862190932898, 0.0005713833548046441
SF2H, CosinePredictor(), time_tensor, kendall@5, 0.035064449205863345, 0.4156246065551059
